"統計期","業者名稱","行動寬頻總用戶數","4G用戶數小計","4G月租型","4G預付卡型","5G用戶數小計","5G月租型","5G預付卡型"
"10601","台灣之星電信股份有限公司                                                        ","856704","856704","0","0","0","0","0"
"10602","台灣之星電信股份有限公司                                                        ","919158","919158","0","0","0","0","0"
"10603","台灣之星電信股份有限公司                                                        ","1006111","1006111","0","0","0","0","0"
"10604","台灣之星電信股份有限公司                                                        ","1041170","1041170","0","0","0","0","0"
"10605","台灣之星電信股份有限公司                                                        ","1081756","1081756","0","0","0","0","0"
"10606","台灣之星電信股份有限公司                                                        ","1233897","1233897","0","0","0","0","0"
"10607","台灣之星電信股份有限公司                                                        ","1368615","1368615","0","0","0","0","0"
"10608","台灣之星電信股份有限公司                                                        ","1449193","1449193","0","0","0","0","0"
"10609","台灣之星電信股份有限公司                                                        ","1508292","1508292","0","0","0","0","0"
"10610","台灣之星電信股份有限公司                                                        ","1552728","1552728","0","0","0","0","0"
"10611","台灣之星電信股份有限公司                                                        ","1669936","1669936","0","0","0","0","0"
"10612","台灣之星電信股份有限公司                                                        ","1774815","1774815","0","0","0","0","0"
"10701","台灣之星電信股份有限公司                                                        ","1847978","1847978","0","0","0","0","0"
"10702","台灣之星電信股份有限公司                                                        ","1894260","1894260","0","0","0","0","0"
"10703","台灣之星電信股份有限公司                                                        ","1943715","1943715","0","0","0","0","0"
"10704","台灣之星電信股份有限公司                                                        ","1987476","1987476","0","0","0","0","0"
"10705","台灣之星電信股份有限公司                                                        ","2030160","2030160","0","0","0","0","0"
"10706","台灣之星電信股份有限公司                                                        ","2075135","2075135","0","0","0","0","0"
"10707","台灣之星電信股份有限公司                                                        ","2095439","2095439","0","0","0","0","0"
"10708","台灣之星電信股份有限公司                                                        ","2119540","2119540","0","0","0","0","0"
"10709","台灣之星電信股份有限公司                                                        ","2124914","2124914","0","0","0","0","0"
"10710","台灣之星電信股份有限公司                                                        ","2126397","2126397","0","0","0","0","0"
"10711","台灣之星電信股份有限公司                                                        ","2147214","2147214","0","0","0","0","0"
"10712","台灣之星電信股份有限公司                                                        ","2162606","2162606","0","0","0","0","0"
"10801","台灣之星電信股份有限公司                                                        ","2174280","2174280","0","0","0","0","0"
"10802","台灣之星電信股份有限公司                                                        ","2180329","2180329","0","0","0","0","0"
"10803","台灣之星電信股份有限公司                                                        ","2190038","2190038","0","0","0","0","0"
"10804","台灣之星電信股份有限公司                                                        ","2205400","2205400","0","0","0","0","0"
"10805","台灣之星電信股份有限公司                                                        ","2214094","2214094","0","0","0","0","0"
"10806","台灣之星電信股份有限公司                                                        ","2223797","2223797","0","0","0","0","0"
"10807","台灣之星電信股份有限公司                                                        ","2230412","2230412","0","0","0","0","0"
"10808","台灣之星電信股份有限公司                                                        ","2250527","2250527","0","0","0","0","0"
"10809","台灣之星電信股份有限公司                                                        ","2260902","2260902","0","0","0","0","0"
"10810","台灣之星電信股份有限公司                                                        ","2265345","2265345","0","0","0","0","0"
"10811","台灣之星電信股份有限公司                                                        ","2281981","2281981","0","0","0","0","0"
"10812","台灣之星電信股份有限公司                                                        ","2308250","2308250","0","0","0","0","0"
"10901","台灣之星電信股份有限公司                                                        ","2322449","2322449","0","0","0","0","0"
"10902","台灣之星電信股份有限公司                                                        ","2353986","2353986","0","0","0","0","0"
"10903","台灣之星電信股份有限公司                                                        ","2364234","2364234","0","0","0","0","0"
"10904","台灣之星電信股份有限公司                                                        ","2370759","2370759","0","0","0","0","0"
"10905","台灣之星電信股份有限公司                                                        ","2392431","2392431","0","0","0","0","0"
"10906","台灣之星電信股份有限公司                                                        ","2401717","2401717","0","0","0","0","0"
"10907","台灣之星電信股份有限公司                                                        ","2423875","2423875","0","0","0","0","0"
"10908","台灣之星電信股份有限公司                                                        ","2425267","2425267","0","0","0","0","0"
"10909","台灣之星電信股份有限公司                                                        ","2438502","2438502","0","0","0","0","0"
"10910","台灣之星電信股份有限公司                                                        ","2463832","2463832","0","0","0","0","0"
"10911","台灣之星電信股份有限公司                                                        ","2503486","2503486","0","0","0","0","0"
"10912","台灣之星電信股份有限公司                                                        ","2541331","2541331","0","0","0","0","0"
"11001","台灣之星電信股份有限公司                                                        ","2549027","2549027","0","0","0","0","0"
"11002","台灣之星電信股份有限公司                                                        ","2587055","2587055","0","0","0","0","0"
"11003","台灣之星電信股份有限公司                                                        ","2597347","2597347","0","0","0","0","0"
"11004","台灣之星電信股份有限公司                                                        ","2608562","2608562","0","0","0","0","0"
"11005","台灣之星電信股份有限公司                                                        ","2620514","2620514","0","0","0","0","0"
"11006","台灣之星電信股份有限公司                                                        ","2620558","2620558","0","0","0","0","0"
"11007","台灣之星電信股份有限公司                                                        ","2623028","2623028","0","0","0","0","0"
"11008","台灣之星電信股份有限公司                                                        ","2634795","2634795","0","0","0","0","0"
"11009","台灣之星電信股份有限公司                                                        ","2653175","2653175","0","0","0","0","0"
"11010","台灣之星電信股份有限公司                                                        ","2650672","2650672","0","0","0","0","0"
"11011","台灣之星電信股份有限公司                                                        ","2664121","2664121","0","0","0","0","0"
"11012","台灣之星電信股份有限公司                                                        ","2674027","2674027","0","0","0","0","0"
"10401","亞太電信股份有限公司                                                            ","55548","55548","0","0","0","0","0"
"10402","亞太電信股份有限公司                                                            ","87276","87276","0","0","0","0","0"
"10403","亞太電信股份有限公司                                                            ","135715","135715","0","0","0","0","0"
"10404","亞太電信股份有限公司                                                            ","192228","192228","0","0","0","0","0"
"10405","亞太電信股份有限公司                                                            ","248686","248686","0","0","0","0","0"
"10406","亞太電信股份有限公司                                                            ","303914","303914","0","0","0","0","0"
"10407","亞太電信股份有限公司                                                            ","361864","361864","0","0","0","0","0"
"10408","亞太電信股份有限公司                                                            ","429406","429406","0","0","0","0","0"
"10409","亞太電信股份有限公司                                                            ","495309","495309","0","0","0","0","0"
"10410","亞太電信股份有限公司                                                            ","562300","562300","0","0","0","0","0"
"10411","亞太電信股份有限公司                                                            ","631896","631896","0","0","0","0","0"
"10412","亞太電信股份有限公司                                                            ","703338","703338","0","0","0","0","0"
"10501","亞太電信股份有限公司                                                            ","763124","763124","0","0","0","0","0"
"10502","亞太電信股份有限公司                                                            ","814333","814333","0","0","0","0","0"
"10503","亞太電信股份有限公司                                                            ","878627","878627","0","0","0","0","0"
"10504","亞太電信股份有限公司                                                            ","956988","956988","0","0","0","0","0"
"10505","亞太電信股份有限公司                                                            ","1110903","1110903","0","0","0","0","0"
"10506","亞太電信股份有限公司                                                            ","1239111","1239111","0","0","0","0","0"
"10507","亞太電信股份有限公司                                                            ","1315593","1315593","0","0","0","0","0"
"10508","亞太電信股份有限公司                                                            ","1393014","1393014","0","0","0","0","0"
"10509","亞太電信股份有限公司                                                            ","1474880","1474880","0","0","0","0","0"
"10510","亞太電信股份有限公司                                                            ","1532300","1532300","0","0","0","0","0"
"10511","亞太電信股份有限公司                                                            ","1582947","1582947","0","0","0","0","0"
"10512","亞太電信股份有限公司                                                            ","1630533","1630533","0","0","0","0","0"
"10601","亞太電信股份有限公司                                                            ","1654005","1654005","0","0","0","0","0"
"10602","亞太電信股份有限公司                                                            ","1665984","1665984","0","0","0","0","0"
"10603","亞太電信股份有限公司                                                            ","1681123","1681123","0","0","0","0","0"
"10604","亞太電信股份有限公司                                                            ","1692346","1692346","0","0","0","0","0"
"10605","亞太電信股份有限公司                                                            ","1700722","1700722","0","0","0","0","0"
"10606","亞太電信股份有限公司                                                            ","1706893","1706893","0","0","0","0","0"
"10607","亞太電信股份有限公司                                                            ","1728096","1728096","0","0","0","0","0"
"10608","亞太電信股份有限公司                                                            ","1755693","1755693","0","0","0","0","0"
"10609","亞太電信股份有限公司                                                            ","1771837","1771837","0","0","0","0","0"
"10610","亞太電信股份有限公司                                                            ","1797934","1797934","0","0","0","0","0"
"10611","亞太電信股份有限公司                                                            ","1820892","1820892","0","0","0","0","0"
"10612","亞太電信股份有限公司                                                            ","1838864","1838864","0","0","0","0","0"
"10701","亞太電信股份有限公司                                                            ","1860527","1860527","0","0","0","0","0"
"10702","亞太電信股份有限公司                                                            ","1877316","1877316","0","0","0","0","0"
"10703","亞太電信股份有限公司                                                            ","1904836","1904836","0","0","0","0","0"
"10704","亞太電信股份有限公司                                                            ","1936335","1936335","0","0","0","0","0"
"10705","亞太電信股份有限公司                                                            ","1959304","1959304","0","0","0","0","0"
"10706","亞太電信股份有限公司                                                            ","1977380","1977380","0","0","0","0","0"
"10707","亞太電信股份有限公司                                                            ","1986027","1986027","0","0","0","0","0"
"10708","亞太電信股份有限公司                                                            ","1999023","1999023","0","0","0","0","0"
"10709","亞太電信股份有限公司                                                            ","2005663","2005663","0","0","0","0","0"
"10710","亞太電信股份有限公司                                                            ","2027328","2027328","0","0","0","0","0"
"10711","亞太電信股份有限公司                                                            ","2034541","2034541","0","0","0","0","0"
"10712","亞太電信股份有限公司                                                            ","2056823","2056823","0","0","0","0","0"
"10801","亞太電信股份有限公司                                                            ","2015593","2015593","0","0","0","0","0"
"10802","亞太電信股份有限公司                                                            ","2008064","2008064","0","0","0","0","0"
"10803","亞太電信股份有限公司                                                            ","2017051","2017051","0","0","0","0","0"
"10804","亞太電信股份有限公司                                                            ","2022848","2022848","0","0","0","0","0"
"10805","亞太電信股份有限公司                                                            ","2024365","2024365","0","0","0","0","0"
"10806","亞太電信股份有限公司                                                            ","2029655","2029655","0","0","0","0","0"
"10807","亞太電信股份有限公司                                                            ","2032480","2032480","0","0","0","0","0"
"10808","亞太電信股份有限公司                                                            ","2034746","2034746","0","0","0","0","0"
"10809","亞太電信股份有限公司                                                            ","2033148","2033148","0","0","0","0","0"
"10810","亞太電信股份有限公司                                                            ","2029034","2029034","0","0","0","0","0"
"10811","亞太電信股份有限公司                                                            ","2028949","2028949","0","0","0","0","0"
"10812","亞太電信股份有限公司                                                            ","2031449","2031449","0","0","0","0","0"
"10901","亞太電信股份有限公司                                                            ","2031953","2031953","0","0","0","0","0"
"10902","亞太電信股份有限公司                                                            ","2031957","2031957","0","0","0","0","0"
"10903","亞太電信股份有限公司                                                            ","2032180","2032180","0","0","0","0","0"
"10904","亞太電信股份有限公司                                                            ","2033249","2033249","0","0","0","0","0"
"10905","亞太電信股份有限公司                                                            ","2031671","2031671","0","0","0","0","0"
"10906","亞太電信股份有限公司                                                            ","2031855","2031855","0","0","0","0","0"
"10907","亞太電信股份有限公司                                                            ","2032720","2032720","0","0","0","0","0"
"10908","亞太電信股份有限公司                                                            ","2035230","2035230","0","0","0","0","0"
"10909","亞太電信股份有限公司                                                            ","2036092","2036092","0","0","0","0","0"
"10910","亞太電信股份有限公司                                                            ","2036402","2036402","0","0","0","0","0"
"10911","亞太電信股份有限公司                                                            ","2033157","2033157","0","0","0","0","0"
"10912","亞太電信股份有限公司                                                            ","2025843","2025843","0","0","0","0","0"
"11001","亞太電信股份有限公司                                                            ","2041783","2041783","0","0","0","0","0"
"11002","亞太電信股份有限公司                                                            ","2045775","2045775","0","0","0","0","0"
"11003","亞太電信股份有限公司                                                            ","2049743","2049743","0","0","0","0","0"
"11004","亞太電信股份有限公司                                                            ","2054511","2054511","0","0","0","0","0"
"11005","亞太電信股份有限公司                                                            ","2060051","2060051","0","0","0","0","0"
"11006","亞太電信股份有限公司                                                            ","2063292","2063292","0","0","0","0","0"
"11007","亞太電信股份有限公司                                                            ","2068611","2068611","0","0","0","0","0"
"11008","亞太電信股份有限公司                                                            ","2065617","2065617","0","0","0","0","0"
"11009","亞太電信股份有限公司                                                            ","2072479","2072479","0","0","0","0","0"
"11010","亞太電信股份有限公司                                                            ","2078088","2078088","0","0","0","0","0"
"11011","亞太電信股份有限公司                                                            ","2080908","2080908","0","0","0","0","0"
"11012","亞太電信股份有限公司                                                            ","2084890","2084890","0","0","0","0","0"
"11101","中華電信股份有限公司                                                            ","10659510","8889387","","","1770123","",""
"11102","中華電信股份有限公司                                                            ","10631404","8805988","","","1825416","",""
"11103","中華電信股份有限公司                                                            ","10643733","8745943","","","1897790","",""
"11104","中華電信股份有限公司                                                            ","10674545","8712174","","","1962371","",""
"11105","中華電信股份有限公司                                                            ","10710128","8687137","","","2022991","",""
"11106","中華電信股份有限公司                                                            ","10801976","8721339","","","2080637","",""
"11301","中華電信股份有限公司                                                            ","11241077","8079629","6585662","1493967","3161448","3135875","25573"
"11302","中華電信股份有限公司                                                            ","11233625","8028742","6554974","1473768","3204883","3179954","24929"
"11303","中華電信股份有限公司                                                            ","11205932","7947884","6506659","1441225","3258048","3232854","25194"
"11304","中華電信股份有限公司                                                            ","11177405","7844805","6444299","1400506","3332600","3299344","33256"
"11207","中華電信股份有限公司                                                            ","11145205","8304514","","","2840691","",""
"11208","中華電信股份有限公司                                                            ","11161334","8250279","","","2911055","",""
"11209","中華電信股份有限公司                                                            ","11164316","8198281","","","2966035","",""
"11210","中華電信股份有限公司                                                            ","11121920","8105551","","","3016369","",""
"11211","中華電信股份有限公司                                                            ","11147557","8079434","","","3068123","",""
"11212","中華電信股份有限公司                                                            ","11219331","8105603","","","3113728","",""
"11201","中華電信股份有限公司                                                            ","11060628","8557817","","","2502811","",""
"11202","中華電信股份有限公司                                                            ","11072207","8515317","","","2556890","",""
"11203","中華電信股份有限公司                                                            ","11086481","8470834","","","2615647","",""
"11204","中華電信股份有限公司                                                            ","11126054","8455889","","","2670165","",""
"11205","中華電信股份有限公司                                                            ","11144676","8416849","","","2727827","",""
"11206","中華電信股份有限公司                                                            ","11150505","8369472","","","2781033","",""
"11107","中華電信股份有限公司                                                            ","10837878","8697644","","","2140234","",""
"11108","中華電信股份有限公司                                                            ","10881983","8680689","","","2201294","",""
"11109","中華電信股份有限公司                                                            ","10930209","8666888","","","2263321","",""
"11110","中華電信股份有限公司                                                            ","10954251","8624109","","","2330142","",""
"11111","中華電信股份有限公司                                                            ","11001189","8609088","","","2392101","",""
"11112","中華電信股份有限公司                                                            ","11038775","8590803","","","2447972","",""
"11101","台灣大哥大股份有限公司                                                          ","7080074","5989048","","","1091026","",""
"11102","台灣大哥大股份有限公司                                                          ","7090459","5965511","","","1124948","",""
"11103","台灣大哥大股份有限公司                                                          ","7097554","5935765","","","1161789","",""
"11104","台灣大哥大股份有限公司                                                          ","7103842","5907351","","","1196491","",""
"11105","台灣大哥大股份有限公司                                                          ","7102827","5871002","","","1231825","",""
"11106","台灣大哥大股份有限公司                                                          ","7111105","5843032","","","1268073","",""
"11301","台灣大哥大股份有限公司                                                          ","9495073","6771080","5150346","1620734","2723993","2685591","38402"
"11302","台灣大哥大股份有限公司                                                          ","9425543","6671987","5124196","1547791","2753556","2712529","41027"
"11303","台灣大哥大股份有限公司                                                          ","9434771","6647606","5099115","1548491","2787165","2742157","45008"
"11304","台灣大哥大股份有限公司                                                          ","9432790","6613881","5074495","1539386","2818909","2770603","48306"
"11207","台灣大哥大股份有限公司                                                          ","7217167","5434504","","","1782663","",""
"11208","台灣大哥大股份有限公司                                                          ","7232869","5410768","","","1822101","",""
"11209","台灣大哥大股份有限公司                                                          ","7236611","5372939","","","1863672","",""
"11210","台灣大哥大股份有限公司                                                          ","7257917","5350406","","","1907511","",""
"11211","台灣大哥大股份有限公司                                                          ","7273011","5319954","","","1953057","",""
"11212","台灣大哥大股份有限公司                                                          ","9557807","6866602","","","2691205","",""
"11201","台灣大哥大股份有限公司                                                          ","7183132","5641382","","","1541750","",""
"11202","台灣大哥大股份有限公司                                                          ","7190090","5613396","","","1576694","",""
"11203","台灣大哥大股份有限公司                                                          ","7217249","5604085","","","1613164","",""
"11204","台灣大哥大股份有限公司                                                          ","7230906","5578377","","","1652529","",""
"11205","台灣大哥大股份有限公司                                                          ","7227294","5529509","","","1697785","",""
"11206","台灣大哥大股份有限公司                                                          ","7220840","5480539","","","1740301","",""
"11107","台灣大哥大股份有限公司                                                          ","7111278","5805940","","","1305338","",""
"11108","台灣大哥大股份有限公司                                                          ","7118267","5777207","","","1341060","",""
"11109","台灣大哥大股份有限公司                                                          ","7132803","5750180","","","1382623","",""
"11110","台灣大哥大股份有限公司                                                          ","7148991","5719538","","","1429453","",""
"11111","台灣大哥大股份有限公司                                                          ","7179881","5711462","","","1468419","",""
"11112","台灣大哥大股份有限公司                                                          ","7211895","5707217","","","1504678","",""
"11101","遠傳電信股份有限公司                                                            ","7059572","5778789","","","1280783","",""
"11102","遠傳電信股份有限公司                                                            ","7057214","5735314","","","1321900","",""
"11103","遠傳電信股份有限公司                                                            ","7059335","5692558","","","1366777","",""
"11104","遠傳電信股份有限公司                                                            ","7065192","5657318","","","1407874","",""
"11105","遠傳電信股份有限公司                                                            ","7070621","5621834","","","1448787","",""
"11106","遠傳電信股份有限公司                                                            ","7071491","5583222","","","1488269","",""
"11301","遠傳電信股份有限公司                                                            ","9075786","6454581","4248988","2205593","2621205","2579445","41760"
"11302","遠傳電信股份有限公司                                                            ","9070416","6414568","4209943","2204625","2655848","2613502","42346"
"11303","遠傳電信股份有限公司                                                            ","9078736","6389395","4167024","2222371","2689341","2646725","42616"
"11304","遠傳電信股份有限公司                                                            ","9066586","6343764","4117618","2226146","2722822","2679542","43280"
"11207","遠傳電信股份有限公司                                                            ","7189424","5122404","","","2067020","",""
"11208","遠傳電信股份有限公司                                                            ","7206465","5104495","","","2101970","",""
"11209","遠傳電信股份有限公司                                                            ","7217227","5075419","","","2141808","",""
"11210","遠傳電信股份有限公司                                                            ","7224827","5044615","","","2180212","",""
"11211","遠傳電信股份有限公司                                                            ","7229904","5015584","","","2214320","",""
"11212","遠傳電信股份有限公司                                                            ","9075173","6489742","","","2585431","",""
"11201","遠傳電信股份有限公司                                                            ","7146799","5321369","","","1825430","",""
"11202","遠傳電信股份有限公司                                                            ","7164952","5294512","","","1870440","",""
"11203","遠傳電信股份有限公司                                                            ","7171655","5258802","","","1912853","",""
"11204","遠傳電信股份有限公司                                                            ","7180919","5227032","","","1953887","",""
"11205","遠傳電信股份有限公司                                                            ","7184465","5190118","","","1994347","",""
"11206","遠傳電信股份有限公司                                                            ","7183227","5152358","","","2030869","",""
"11107","遠傳電信股份有限公司                                                            ","7079484","5548224","","","1531260","",""
"11108","遠傳電信股份有限公司                                                            ","7093803","5519956","","","1573847","",""
"11109","遠傳電信股份有限公司                                                            ","7112217","5485728","","","1626489","",""
"11110","遠傳電信股份有限公司                                                            ","7121450","5440506","","","1680944","",""
"11111","遠傳電信股份有限公司                                                            ","7133714","5400695","","","1733019","",""
"11112","遠傳電信股份有限公司                                                            ","7144954","5365725","","","1779229","",""
"11101","台灣之星電信股份有限公司                                                        ","2678318","2163001","","","515317","",""
"11102","台灣之星電信股份有限公司                                                        ","2651348","2114745","","","536603","",""
"11103","台灣之星電信股份有限公司                                                        ","2641160","2083969","","","557191","",""
"11104","台灣之星電信股份有限公司                                                        ","2647426","2073274","","","574152","",""
"11105","台灣之星電信股份有限公司                                                        ","2644909","2050506","","","594403","",""
"11106","台灣之星電信股份有限公司                                                        ","2668770","2054975","","","613795","",""
"11207","台灣之星電信股份有限公司                                                        ","2537892","1808672","","","729220","",""
"11208","台灣之星電信股份有限公司                                                        ","2515711","1785520","","","730191","",""
"11209","台灣之星電信股份有限公司                                                        ","2489506","1761448","","","728058","",""
"11210","台灣之星電信股份有限公司                                                        ","2458992","1735014","","","723978","",""
"11211","台灣之星電信股份有限公司                                                        ","2419067","1706345","","","712722","",""
"11201","台灣之星電信股份有限公司                                                        ","2652960","1956779","","","696181","",""
"11202","台灣之星電信股份有限公司                                                        ","2640031","1934969","","","705062","",""
"11203","台灣之星電信股份有限公司                                                        ","2635636","1920778","","","714858","",""
"11204","台灣之星電信股份有限公司                                                        ","2618396","1897225","","","721171","",""
"11205","台灣之星電信股份有限公司                                                        ","2578581","1854593","","","723988","",""
"11206","台灣之星電信股份有限公司                                                        ","2553130","1826253","","","726877","",""
"11107","台灣之星電信股份有限公司                                                        ","2676083","2046190","","","629893","",""
"11108","台灣之星電信股份有限公司                                                        ","2680867","2039768","","","641099","",""
"11109","台灣之星電信股份有限公司                                                        ","2675171","2022513","","","652658","",""
"11110","台灣之星電信股份有限公司                                                        ","2677060","2014874","","","662186","",""
"11111","台灣之星電信股份有限公司                                                        ","2682094","2007199","","","674895","",""
"11112","台灣之星電信股份有限公司                                                        ","2679406","1994470","","","684936","",""
"11101","亞太電信股份有限公司                                                            ","2089036","1926905","","","162131","",""
"11102","亞太電信股份有限公司                                                            ","2090379","1918288","","","172091","",""
"11103","亞太電信股份有限公司                                                            ","2094958","1909258","","","185700","",""
"11104","亞太電信股份有限公司                                                            ","2096964","1899073","","","197891","",""
"11105","亞太電信股份有限公司                                                            ","2097758","1888211","","","209547","",""
"11106","亞太電信股份有限公司                                                            ","2099076","1877956","","","221120","",""
"11207","亞太電信股份有限公司                                                            ","2021814","1693662","","","328152","",""
"11208","亞太電信股份有限公司                                                            ","2002111","1673458","","","328653","",""
"11209","亞太電信股份有限公司                                                            ","1999235","1667825","","","331410","",""
"11210","亞太電信股份有限公司                                                            ","1998125","1664413","","","333712","",""
"11211","亞太電信股份有限公司                                                            ","2001904","1665171","","","336733","",""
"11201","亞太電信股份有限公司                                                            ","2068722","1771328","","","297394","",""
"11202","亞太電信股份有限公司                                                            ","2067879","1762670","","","305209","",""
"11203","亞太電信股份有限公司                                                            ","2056244","1742681","","","313563","",""
"11204","亞太電信股份有限公司                                                            ","2056792","1737194","","","319598","",""
"11205","亞太電信股份有限公司                                                            ","2047221","1723189","","","324032","",""
"11206","亞太電信股份有限公司                                                            ","2038256","1712329","","","325927","",""
"11107","亞太電信股份有限公司                                                            ","2097794","1865548","","","232246","",""
"11108","亞太電信股份有限公司                                                            ","2097918","1854156","","","243762","",""
"11109","亞太電信股份有限公司                                                            ","2091340","1836285","","","255055","",""
"11110","亞太電信股份有限公司                                                            ","2090777","1823051","","","267726","",""
"11111","亞太電信股份有限公司                                                            ","2080961","1802010","","","278951","",""
"11112","亞太電信股份有限公司                                                            ","2072465","1782990","","","289475","",""
